ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
032.89,32.0,,11.0,9.0,4.0,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,
032.9,80.0,3.0,19.0,28.0,14.0,4.0,5.0,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,
033.0,107.0,83.0,11.0,5.0,2.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
033.1,9.0,3.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
033.8,10.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
033.9,300.0,180.0,73.0,17.0,14.0,7.0,4.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,
034.0,1065.0,245.0,219.0,148.0,113.0,89.0,68.0,42.0,22.0,20.0,21.0,14.0,8.0,12.0,3.0,8.0,11.0,7.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,
034.1,53.0,22.0,14.0,7.0,5.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
035.,242.0,70.0,26.0,19.0,15.0,12.0,9.0,11.0,18.0,9.0,11.0,5.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,,1.0,2.0
036.0,30.0,15.0,11.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,
036.1,16.0,4.0,4.0,3.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,
036.2,23.0,17.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
036.40,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
036.42,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
036.81,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
036.82,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
036.89,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
036.9,4.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
037.,10.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,
038.0,8074.0,5635.0,1111.0,642.0,252.0,122.0,67.0,40.0,32.0,24.0,22.0,20.0,20.0,13.0,14.0,13.0,8.0,4.0,5.0,7.0,6.0,6.0,4.0,3.0,3.0,1.0
038.10,898.0,547.0,180.0,70.0,34.0,24.0,11.0,7.0,4.0,3.0,1.0,4.0,3.0,,2.0,,2.0,1.0,1.0,,1.0,2.0,,1.0,,
038.11,5596.0,3499.0,1239.0,489.0,194.0,63.0,22.0,16.0,19.0,8.0,5.0,11.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,1.0,,1.0,2.0
038.12,4931.0,3221.0,1018.0,370.0,137.0,67.0,33.0,9.0,13.0,11.0,10.0,6.0,8.0,4.0,2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,1.0
038.19,2019.0,1112.0,462.0,232.0,91.0,38.0,21.0,9.0,10.0,5.0,2.0,6.0,9.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,1.0,1.0,,2.0,
038.2,1225.0,1066.0,60.0,47.0,15.0,10.0,5.0,3.0,2.0,1.0,1.0,4.0,,1.0,,2.0,2.0,1.0,1.0,,2.0,1.0,,,,1.0
038.3,1731.0,1300.0,166.0,109.0,42.0,24.0,17.0,11.0,13.0,2.0,8.0,4.0,5.0,3.0,6.0,5.0,2.0,3.0,2.0,2.0,,1.0,2.0,1.0,3.0,
038.40,2230.0,1669.0,273.0,128.0,43.0,29.0,9.0,6.0,8.0,12.0,14.0,10.0,5.0,,4.0,3.0,4.0,4.0,2.0,,2.0,2.0,,2.0,1.0,
038.41,261.0,205.0,24.0,11.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,,,,,,,,1.0,,,,
038.42,16061.0,13300.0,1469.0,640.0,252.0,99.0,47.0,37.0,31.0,31.0,21.0,30.0,22.0,17.0,10.0,14.0,3.0,10.0,6.0,6.0,4.0,3.0,3.0,1.0,1.0,4.0
038.43,2498.0,1469.0,474.0,237.0,108.0,54.0,29.0,18.0,15.0,13.0,11.0,13.0,5.0,11.0,8.0,5.0,5.0,2.0,4.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0
038.44,360.0,173.0,82.0,42.0,23.0,16.0,4.0,4.0,3.0,,2.0,2.0,,3.0,2.0,1.0,,1.0,,,,1.0,,,,1.0
038.49,8364.0,5604.0,1236.0,671.0,315.0,134.0,63.0,45.0,43.0,31.0,27.0,25.0,32.0,36.0,18.0,14.0,13.0,10.0,10.0,5.0,8.0,9.0,4.0,4.0,3.0,4.0
038.8,2547.0,1714.0,383.0,185.0,98.0,46.0,20.0,21.0,8.0,11.0,9.0,11.0,8.0,2.0,4.0,5.0,1.0,6.0,4.0,3.0,1.0,4.0,,2.0,1.0,
038.9,158527.0,128103.0,13909.0,4583.0,3151.0,2565.0,2426.0,1768.0,867.0,421.0,257.0,130.0,83.0,58.0,45.0,35.0,23.0,12.0,13.0,14.0,14.0,11.0,8.0,17.0,5.0,9.0
039.0,22.0,1.0,6.0,5.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
039.1,131.0,30.0,15.0,13.0,5.0,18.0,16.0,14.0,,9.0,3.0,3.0,2.0,2.0,,,,,1.0,,,,,,,
039.2,18.0,4.0,5.0,,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,
039.3,6.0,1.0,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
039.4,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
039.8,124.0,18.0,20.0,11.0,14.0,11.0,17.0,7.0,6.0,3.0,7.0,2.0,3.0,2.0,1.0,1.0,,1.0,,,,,,,,
039.9,48.0,,5.0,7.0,7.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,
040.0,597.0,23.0,406.0,60.0,51.0,20.0,12.0,6.0,5.0,4.0,2.0,3.0,1.0,,3.0,,,,,,,1.0,,,,
040.1,3.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
040.2,17.0,1.0,5.0,3.0,4.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,
040.3,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
040.41,32.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
040.42,22.0,8.0,2.0,4.0,3.0,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
040.81,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
040.82,172.0,65.0,40.0,20.0,17.0,3.0,13.0,9.0,3.0,1.0,,,,,,1.0,,,,,,,,,,
040.89,96.0,29.0,2.0,4.0,6.0,3.0,9.0,6.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,
041.00,1466.0,,88.0,87.0,107.0,130.0,123.0,117.0,99.0,78.0,82.0,71.0,70.0,52.0,58.0,47.0,49.0,33.0,36.0,31.0,29.0,18.0,20.0,23.0,9.0,9.0
041.01,1482.0,,199.0,181.0,150.0,119.0,136.0,112.0,91.0,83.0,60.0,60.0,52.0,36.0,28.0,28.0,40.0,14.0,16.0,19.0,21.0,12.0,7.0,5.0,7.0,6.0
041.02,4204.0,2.0,268.0,390.0,478.0,452.0,421.0,323.0,273.0,230.0,212.0,155.0,178.0,117.0,105.0,121.0,95.0,68.0,56.0,55.0,50.0,48.0,31.0,26.0,28.0,22.0
041.03,243.0,,15.0,25.0,24.0,23.0,22.0,18.0,16.0,18.0,7.0,12.0,12.0,9.0,5.0,7.0,6.0,5.0,4.0,3.0,2.0,7.0,2.0,1.0,,
041.04,13737.0,4.0,236.0,421.0,600.0,761.0,1001.0,997.0,957.0,839.0,888.0,756.0,751.0,653.0,643.0,563.0,551.0,536.0,449.0,401.0,370.0,351.0,278.0,257.0,236.0,238.0
041.05,327.0,,13.0,19.0,25.0,26.0,35.0,25.0,20.0,17.0,25.0,13.0,16.0,5.0,11.0,9.0,14.0,9.0,9.0,2.0,10.0,4.0,6.0,8.0,4.0,2.0
041.09,3616.0,1.0,257.0,298.0,304.0,309.0,312.0,279.0,237.0,216.0,177.0,163.0,141.0,136.0,121.0,109.0,90.0,93.0,76.0,63.0,59.0,46.0,32.0,29.0,35.0,33.0
041.10,1846.0,1.0,148.0,143.0,149.0,155.0,139.0,126.0,135.0,102.0,80.0,83.0,60.0,62.0,69.0,54.0,57.0,55.0,37.0,35.0,30.0,31.0,27.0,23.0,26.0,19.0
041.11,13495.0,8.0,1262.0,1320.0,1185.0,1131.0,1095.0,1024.0,893.0,736.0,628.0,608.0,494.0,443.0,409.0,358.0,324.0,280.0,253.0,197.0,199.0,150.0,148.0,143.0,119.0,88.0
041.12,18270.0,18.0,1831.0,1572.0,1470.0,1392.0,1356.0,1280.0,1163.0,946.0,902.0,816.0,754.0,631.0,581.0,551.0,462.0,402.0,403.0,343.0,302.0,290.0,250.0,215.0,189.0,151.0
041.19,3901.0,4.0,172.0,242.0,324.0,340.0,352.0,317.0,231.0,252.0,194.0,206.0,161.0,147.0,114.0,122.0,107.0,110.0,99.0,76.0,54.0,66.0,63.0,58.0,48.0,42.0
041.2,211.0,,11.0,11.0,24.0,13.0,12.0,18.0,21.0,16.0,16.0,6.0,9.0,6.0,11.0,10.0,5.0,3.0,1.0,6.0,3.0,2.0,2.0,3.0,,2.0
041.3,11646.0,6.0,287.0,679.0,701.0,842.0,985.0,834.0,809.0,696.0,625.0,556.0,569.0,454.0,494.0,437.0,389.0,379.0,356.0,272.0,294.0,225.0,225.0,200.0,181.0,151.0
041.41,58.0,,18.0,5.0,6.0,3.0,5.0,2.0,,3.0,4.0,1.0,,1.0,1.0,5.0,,,,1.0,,1.0,,,1.0,1.0
041.42,18.0,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,,,2.0,,,,1.0,,,,,,1.0,
041.43,27.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,,,1.0,,
041.49,48256.0,8.0,2341.0,2905.0,3447.0,3800.0,4381.0,3714.0,3530.0,3105.0,2806.0,2508.0,2249.0,1985.0,1707.0,1593.0,1378.0,1206.0,1050.0,922.0,837.0,717.0,650.0,540.0,500.0,377.0
041.5,449.0,2.0,36.0,34.0,27.0,31.0,31.0,44.0,33.0,26.0,22.0,14.0,16.0,18.0,14.0,11.0,11.0,12.0,14.0,7.0,10.0,6.0,8.0,7.0,10.0,5.0
041.6,7132.0,1.0,131.0,277.0,367.0,448.0,493.0,455.0,455.0,518.0,431.0,424.0,385.0,360.0,314.0,276.0,252.0,244.0,244.0,196.0,181.0,181.0,147.0,145.0,116.0,91.0
041.7,10762.0,5.0,363.0,571.0,668.0,733.0,801.0,805.0,684.0,633.0,606.0,576.0,530.0,454.0,446.0,420.0,362.0,342.0,297.0,279.0,245.0,238.0,200.0,168.0,171.0,165.0
041.81,234.0,3.0,87.0,44.0,17.0,16.0,17.0,10.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,,,,1.0,1.0,3.0
041.82,447.0,,11.0,28.0,27.0,44.0,35.0,29.0,30.0,31.0,24.0,19.0,21.0,22.0,12.0,13.0,10.0,11.0,11.0,13.0,15.0,12.0,10.0,5.0,6.0,8.0
041.83,63.0,,9.0,13.0,12.0,5.0,7.0,3.0,1.0,3.0,1.0,1.0,,3.0,1.0,2.0,,2.0,,,,,,,,
041.84,1261.0,1.0,56.0,77.0,69.0,84.0,94.0,109.0,100.0,79.0,58.0,67.0,53.0,55.0,58.0,50.0,38.0,43.0,23.0,30.0,26.0,25.0,24.0,14.0,17.0,11.0
041.85,9748.0,6.0,330.0,544.0,619.0,646.0,694.0,654.0,646.0,637.0,528.0,499.0,477.0,412.0,412.0,337.0,331.0,276.0,286.0,258.0,245.0,219.0,213.0,188.0,144.0,147.0
041.86,3766.0,8.0,411.0,373.0,384.0,363.0,358.0,303.0,219.0,205.0,172.0,145.0,140.0,124.0,99.0,70.0,66.0,52.0,62.0,46.0,48.0,26.0,40.0,23.0,17.0,12.0
041.89,3463.0,1.0,180.0,245.0,275.0,307.0,308.0,265.0,225.0,185.0,166.0,168.0,167.0,134.0,125.0,116.0,104.0,89.0,85.0,67.0,57.0,50.0,35.0,40.0,36.0,33.0
041.9,1601.0,5.0,145.0,122.0,174.0,183.0,165.0,126.0,117.0,77.0,81.0,70.0,40.0,45.0,49.0,34.0,33.0,18.0,21.0,11.0,20.0,19.0,15.0,11.0,13.0,7.0
042.,9809.0,2723.0,4865.0,1544.0,292.0,141.0,87.0,61.0,39.0,18.0,18.0,8.0,4.0,1.0,3.0,3.0,,,,1.0,1.0,,,,,
045.00,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
045.10,8.0,,1.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,
045.90,43.0,1.0,2.0,3.0,3.0,7.0,6.0,3.0,4.0,3.0,4.0,,2.0,2.0,2.0,,1.0,,,,,,,,,
046.11,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
046.19,71.0,32.0,8.0,8.0,3.0,8.0,3.0,3.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,
046.2,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
046.3,82.0,7.0,16.0,23.0,17.0,4.0,3.0,5.0,2.0,,,2.0,,1.0,,1.0,,,,,1.0,,,,,
046.79,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
046.9,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
047.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
047.1,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
047.8,145.0,112.0,14.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
047.9,2327.0,1794.0,207.0,105.0,76.0,32.0,31.0,15.0,16.0,11.0,12.0,13.0,5.0,2.0,2.0,2.0,3.0,,1.0,,,,,,,
048.,134.0,88.0,11.0,7.0,5.0,5.0,5.0,3.0,5.0,,2.0,1.0,,,,,,,2.0,,,,,,,
049.0,43.0,25.0,4.0,9.0,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,
049.1,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
049.8,35.0,20.0,2.0,5.0,1.0,,1.0,,1.0,1.0,,,2.0,1.0,,,,,1.0,,,,,,,
049.9,211.0,118.0,26.0,17.0,19.0,12.0,5.0,2.0,3.0,,4.0,,,1.0,2.0,,2.0,,,,,,,,,
050.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
050.2,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
051.2,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
052.0,11.0,3.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
052.1,14.0,7.0,3.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
052.2,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
052.7,51.0,29.0,3.0,4.0,3.0,4.0,,3.0,,3.0,,,,,,1.0,,,,,,,,,1.0,
052.8,7.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
052.9,276.0,57.0,39.0,59.0,30.0,15.0,21.0,8.0,5.0,9.0,9.0,4.0,4.0,4.0,3.0,1.0,6.0,2.0,,,,,,,,
053.0,81.0,49.0,21.0,4.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,
053.10,33.0,8.0,6.0,6.0,2.0,2.0,3.0,,3.0,1.0,,,1.0,,1.0,,,,,,,,,,,
053.11,86.0,26.0,24.0,6.0,7.0,6.0,4.0,5.0,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,
053.12,90.0,12.0,13.0,19.0,10.0,7.0,9.0,5.0,6.0,4.0,3.0,,,,1.0,,,,,1.0,,,,,,
053.13,138.0,2.0,31.0,23.0,16.0,24.0,12.0,10.0,11.0,2.0,1.0,3.0,2.0,,,1.0,,,,,,,,,,
053.14,5.0,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
053.19,2032.0,159.0,350.0,225.0,270.0,275.0,235.0,151.0,97.0,78.0,61.0,49.0,29.0,17.0,11.0,6.0,5.0,4.0,2.0,,3.0,,1.0,1.0,2.0,1.0
053.20,178.0,69.0,29.0,11.0,10.0,15.0,10.0,8.0,8.0,7.0,3.0,4.0,2.0,1.0,,,,,1.0,,,,,,,
053.21,78.0,25.0,12.0,10.0,6.0,6.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,,2.0,,,,,,,,,,,
053.22,9.0,,1.0,1.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,
053.29,165.0,43.0,35.0,13.0,22.0,15.0,9.0,5.0,5.0,7.0,1.0,3.0,3.0,1.0,2.0,1.0,,,,,,,,,,
053.71,18.0,2.0,5.0,,3.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,,,
053.79,245.0,91.0,38.0,20.0,21.0,18.0,13.0,14.0,11.0,2.0,2.0,5.0,1.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,1.0
053.8,26.0,6.0,6.0,8.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,
053.9,4544.0,376.0,339.0,339.0,403.0,553.0,452.0,355.0,301.0,220.0,176.0,138.0,135.0,114.0,79.0,89.0,93.0,55.0,54.0,51.0,52.0,36.0,33.0,40.0,26.0,35.0
054.0,105.0,65.0,10.0,9.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,
054.10,5906.0,6.0,641.0,944.0,888.0,732.0,595.0,483.0,387.0,275.0,221.0,147.0,123.0,92.0,92.0,41.0,44.0,35.0,34.0,34.0,23.0,20.0,13.0,15.0,10.0,11.0
054.11,151.0,11.0,15.0,14.0,14.0,17.0,12.0,10.0,6.0,11.0,2.0,7.0,10.0,2.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,,,
054.12,166.0,4.0,44.0,26.0,18.0,11.0,17.0,8.0,6.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,,,,,
054.13,70.0,1.0,4.0,12.0,3.0,8.0,6.0,7.0,5.0,1.0,4.0,3.0,1.0,1.0,,1.0,5.0,1.0,1.0,,,2.0,1.0,1.0,2.0,
054.19,362.0,6.0,41.0,62.0,39.0,45.0,31.0,24.0,23.0,19.0,11.0,14.0,10.0,4.0,6.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,
054.2,494.0,81.0,64.0,46.0,43.0,31.0,46.0,28.0,31.0,34.0,28.0,14.0,12.0,11.0,5.0,10.0,3.0,2.0,1.0,,1.0,3.0,,,,
054.3,223.0,117.0,54.0,30.0,10.0,9.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
054.40,24.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
054.41,8.0,1.0,3.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
054.42,29.0,2.0,2.0,4.0,4.0,10.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
054.43,161.0,11.0,32.0,16.0,14.0,20.0,22.0,7.0,16.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,
054.44,21.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,
054.49,21.0,1.0,6.0,5.0,4.0,2.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
054.5,28.0,22.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
054.6,37.0,6.0,4.0,8.0,2.0,4.0,,,,2.0,2.0,,1.0,,1.0,,2.0,1.0,2.0,,2.0,,,,,
054.71,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
054.72,153.0,117.0,22.0,5.0,3.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
054.73,17.0,1.0,,,,5.0,1.0,1.0,,3.0,2.0,,,1.0,,1.0,2.0,,,,,,,,,
054.74,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
054.79,256.0,29.0,28.0,12.0,24.0,17.0,19.0,20.0,20.0,11.0,15.0,16.0,12.0,4.0,9.0,5.0,4.0,3.0,3.0,1.0,2.0,,,,1.0,1.0
054.8,16.0,,,4.0,3.0,1.0,3.0,2.0,,,1.0,,,,,,,,,1.0,,1.0,,,,
054.9,6990.0,49.0,869.0,1257.0,808.0,725.0,595.0,498.0,380.0,271.0,232.0,183.0,181.0,134.0,125.0,98.0,87.0,87.0,68.0,72.0,60.0,45.0,46.0,42.0,45.0,33.0
055.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
055.1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
055.79,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
055.8,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
055.9,39.0,22.0,8.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,
056.79,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
056.8,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
056.9,131.0,,11.0,12.0,25.0,17.0,23.0,12.0,9.0,8.0,2.0,3.0,5.0,1.0,1.0,,,1.0,,1.0,,,,,,
057.0,8.0,1.0,5.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
057.8,77.0,34.0,13.0,12.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,,,,3.0,,,,,,,,,,,
057.9,434.0,76.0,100.0,68.0,29.0,38.0,21.0,12.0,11.0,19.0,11.0,11.0,7.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,2.0
058.10,21.0,8.0,6.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
058.11,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
058.21,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
058.29,22.0,7.0,6.0,3.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
058.81,64.0,2.0,1.0,2.0,2.0,,,2.0,4.0,6.0,3.0,4.0,1.0,8.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0
058.89,31.0,,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,,,,,,,2.0,,,1.0,,1.0,1.0,
059.9,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
061.,29.0,18.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
062.3,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
062.9,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
065.4,7.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
066.1,10.0,2.0,4.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,
066.3,18.0,8.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
066.40,34.0,17.0,12.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
066.41,161.0,75.0,50.0,17.0,5.0,5.0,3.0,,3.0,,,,1.0,,,,1.0,1.0,,,,,,,,
066.42,96.0,47.0,27.0,7.0,4.0,2.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
066.49,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
066.9,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
070.0,26.0,6.0,5.0,8.0,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,1.0
070.1,628.0,55.0,127.0,88.0,73.0,55.0,31.0,45.0,46.0,27.0,27.0,15.0,13.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,
070.20,177.0,67.0,39.0,30.0,4.0,12.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,2.0,,,1.0,2.0,,,,,1.0,
070.21,4.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
070.22,240.0,81.0,70.0,37.0,15.0,10.0,7.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,
070.23,8.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
070.30,3166.0,115.0,693.0,595.0,418.0,365.0,264.0,207.0,146.0,74.0,104.0,52.0,39.0,33.0,15.0,12.0,14.0,5.0,6.0,1.0,3.0,1.0,1.0,2.0,,1.0
070.31,11.0,2.0,3.0,,,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,
070.32,4527.0,60.0,847.0,706.0,595.0,444.0,382.0,360.0,323.0,266.0,196.0,104.0,84.0,49.0,33.0,22.0,16.0,12.0,9.0,7.0,4.0,4.0,2.0,1.0,1.0,
070.33,19.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
070.41,62.0,35.0,17.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
070.42,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
070.43,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
070.44,3523.0,1496.0,1151.0,398.0,199.0,131.0,47.0,28.0,20.0,19.0,5.0,11.0,3.0,1.0,1.0,4.0,1.0,4.0,,1.0,,,1.0,1.0,1.0,
070.49,4.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
070.51,425.0,95.0,79.0,55.0,41.0,40.0,29.0,15.0,13.0,13.0,9.0,12.0,3.0,6.0,3.0,2.0,,1.0,4.0,2.0,,1.0,1.0,,1.0,
070.52,11.0,,4.0,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,
070.53,30.0,5.0,6.0,3.0,4.0,3.0,3.0,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,
070.54,28270.0,377.0,1398.0,1635.0,2150.0,2466.0,2472.0,2495.0,2301.0,2168.0,1928.0,1681.0,1456.0,1202.0,894.0,712.0,628.0,534.0,398.0,362.0,286.0,201.0,171.0,151.0,107.0,97.0
070.59,55.0,8.0,10.0,5.0,9.0,5.0,2.0,4.0,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,,2.0,,1.0,,,,,
070.6,22.0,9.0,3.0,3.0,3.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
070.70,26162.0,289.0,1557.0,1818.0,2304.0,2523.0,2452.0,2362.0,2183.0,1922.0,1584.0,1411.0,1192.0,961.0,720.0,615.0,544.0,403.0,326.0,267.0,204.0,151.0,120.0,114.0,75.0,65.0
070.71,2518.0,1097.0,768.0,311.0,137.0,82.0,38.0,27.0,11.0,11.0,8.0,4.0,3.0,5.0,4.0,1.0,2.0,1.0,3.0,2.0,,2.0,,,,1.0
070.9,284.0,54.0,47.0,31.0,31.0,23.0,14.0,18.0,15.0,8.0,19.0,4.0,2.0,4.0,3.0,1.0,,3.0,1.0,2.0,,1.0,,1.0,,2.0
072.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
